metric_key,metric_name,business_unit,show_scope,partner_scope,channel_scope,frequency,source_role,source_system,how_counted,reference_doc,status_note,source_row_ref
cost_article_expense_rashody_raznye_nalogi_i_vznosy,Cost article - Разные налоги и взносы,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_35
cost_article_expense_rashody_raznye_nalogi_i_vznosy,Cost article - Разные налоги и взносы,b2c_spb,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (8).xlsx:row_28
cost_article_expense_rashody_raznye_nalogi_i_vznosy,Cost article - Разные налоги и взносы,general,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (7).xlsx:row_16
cost_article_expense_rashody_raznye_nalogi_i_vznosy,Cost article - Разные налоги и взносы,total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_42
cost_article_expense_rashody_pomeschenie_i_ofis_rashodniki_ofisnye,Cost article - Расходники (офисные),b2b,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,B2B.xlsx:row_26
cost_article_expense_rashody_pomeschenie_i_ofis_rashodniki_ofisnye,Cost article - Расходники (офисные),b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_44
cost_article_expense_rashody_pomeschenie_i_ofis_rashodniki_ofisnye,Cost article - Расходники (офисные),b2c_spb,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (8).xlsx:row_37
cost_article_expense_rashody_pomeschenie_i_ofis_rashodniki_ofisnye,Cost article - Расходники (офисные),total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_52
cost_article_expense_rashody_dlya_spektakley_rekvizit_kostyumy,Cost article - Реквизит/костюмы,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_28
cost_article_expense_rashody_dlya_spektakley_rekvizit_kostyumy,Cost article - Реквизит/костюмы,b2c_spb,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (8).xlsx:row_21
cost_article_expense_rashody_dlya_spektakley_rekvizit_kostyumy,Cost article - Реквизит/костюмы,franchise,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (9).xlsx:row_16
cost_article_expense_rashody_dlya_spektakley_rekvizit_kostyumy,Cost article - Реквизит/костюмы,total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_35
cost_article_expense_rashody_pomeschenie_i_ofis_remont_i_obsluzhivanie,Cost article - Ремонт и обслуживание,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_43
cost_article_expense_rashody_pomeschenie_i_ofis_remont_i_obsluzhivanie,Cost article - Ремонт и обслуживание,b2c_spb,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (8).xlsx:row_36
cost_article_expense_rashody_pomeschenie_i_ofis_remont_i_obsluzhivanie,Cost article - Ремонт и обслуживание,total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_51
cost_article_expense_rashody_pereezd_remont_stroyka_stroymaterialy,Cost article - Ремонт/Стройка/Стройматериалы,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_15
cost_article_expense_rashody_pereezd_remont_stroyka_stroymaterialy,Cost article - Ремонт/Стройка/Стройматериалы,total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_20
cost_article_expense_rashody_pereezd_svet_mebel_predmety_interera,Cost article - Свет/Мебель/Предметы интерьера,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_14
cost_article_expense_rashody_pereezd_svet_mebel_predmety_interera,Cost article - Свет/Мебель/Предметы интерьера,total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_19
cost_article_expense_rashody_raznye_nalogi_i_vznosy_strahovye_vznosy,Cost article - Страховые взносы,b2b,general,general,general,month,primary,planfact,Imported from PlanFact P&L / article catalog by expense article,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,planfact_article_catalog_2026_05_01
cost_article_expense_rashody_raznye_nalogi_i_vznosy_strahovye_vznosy,Cost article - Страховые взносы,b2c_moscow,general,general,general,month,primary,planfact,Imported from PlanFact P&L / article catalog by expense article,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,planfact_article_catalog_2026_05_01
cost_article_expense_rashody_raznye_nalogi_i_vznosy_strahovye_vznosy,Cost article - Страховые взносы,b2c_spb,general,general,general,month,primary,planfact,Imported from PlanFact P&L / article catalog by expense article,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,planfact_article_catalog_2026_05_01
cost_article_expense_rashody_raznye_nalogi_i_vznosy_strahovye_vznosy,Cost article - Страховые взносы,franchise,general,general,general,month,primary,planfact,Imported from PlanFact P&L / article catalog by expense article,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,planfact_article_catalog_2026_05_01
cost_article_expense_rashody_raznye_nalogi_i_vznosy_strahovye_vznosy,Cost article - Страховые взносы,general,general,general,general,month,primary,planfact,Imported from PlanFact P&L / article catalog by expense article,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,planfact_article_catalog_2026_05_01
cost_article_expense_rashody_logistika_taksi,Cost article - Такси,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_33
cost_article_expense_rashody_logistika_taksi,Cost article - Такси,b2c_spb,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (8).xlsx:row_26
cost_article_expense_rashody_logistika_taksi,Cost article - Такси,general,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (7).xlsx:row_15
cost_article_expense_rashody_logistika_taksi,Cost article - Такси,total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_40
cost_article_expense_rashody_dlya_spektakley_teh_osnaschenie,Cost article - Тех оснащение,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_27
cost_article_expense_rashody_dlya_spektakley_teh_osnaschenie,Cost article - Тех оснащение,total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_34
cost_article_expense_rashody_pereezd_tehnika,Cost article - Техника,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_13
cost_article_expense_rashody_pereezd_tehnika,Cost article - Техника,total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_18
cost_article_expense_rashody_komandnye_transport,Cost article - Транспорт,b2b,general,general,general,month,primary,planfact,Imported from PlanFact P&L / article catalog by expense article,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,planfact_article_catalog_2026_05_01
cost_article_expense_rashody_komandnye_transport,Cost article - Транспорт,b2c_moscow,general,general,general,month,primary,planfact,Imported from PlanFact P&L / article catalog by expense article,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,planfact_article_catalog_2026_05_01
cost_article_expense_rashody_komandnye_transport,Cost article - Транспорт,b2c_spb,general,general,general,month,primary,planfact,Imported from PlanFact P&L / article catalog by expense article,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,planfact_article_catalog_2026_05_01
cost_article_expense_rashody_komandnye_transport,Cost article - Транспорт,franchise,general,general,general,month,primary,planfact,Imported from PlanFact P&L / article catalog by expense article,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,planfact_article_catalog_2026_05_01
cost_article_expense_rashody_komandnye_transport,Cost article - Транспорт,general,general,general,general,month,primary,planfact,Imported from PlanFact P&L / article catalog by expense article,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,planfact_article_catalog_2026_05_01
cost_article_expense_rashody_pomeschenie_i_ofis_uborka,Cost article - Уборка,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_41
cost_article_expense_rashody_pomeschenie_i_ofis_uborka,Cost article - Уборка,b2c_spb,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (8).xlsx:row_34
cost_article_expense_rashody_pomeschenie_i_ofis_uborka,Cost article - Уборка,total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_49
cost_article_expense_rashody_fot_upravlencheskiy_personal_fot,Cost article - Управленческий персонал ФОТ,b2b,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,B2B.xlsx:row_22
cost_article_expense_rashody_fot_upravlencheskiy_personal_fot,Cost article - Управленческий персонал ФОТ,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_38
cost_article_expense_rashody_fot_upravlencheskiy_personal_fot,Cost article - Управленческий персонал ФОТ,b2c_spb,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (8).xlsx:row_31
cost_article_expense_rashody_fot_upravlencheskiy_personal_fot,Cost article - Управленческий персонал ФОТ,general,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (7).xlsx:row_19
cost_article_expense_rashody_fot_upravlencheskiy_personal_fot,Cost article - Управленческий персонал ФОТ,total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_45
costs_salary_fixed,Costs - Salary fixed,b2b,general,general,general,month,primary,planfact,Derived from PlanFact monthly P&L / article layer,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,refined_2026_05_01
costs_salary_fixed,Costs - Salary fixed,b2b,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,B2B.xlsx:row_21
costs_salary_fixed,Costs - Salary fixed,b2c_moscow,general,b2c_partner_names,marketing_channel_names,month,primary,planfact,Derived from PlanFact monthly P&L / article layer,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,53
costs_salary_fixed,Costs - Salary fixed,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_37
costs_salary_fixed,Costs - Salary fixed,b2c_spb,general,b2c_partner_names,marketing_channel_names,month,primary,planfact,Derived from PlanFact monthly P&L / article layer,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,54
costs_salary_fixed,Costs - Salary fixed,b2c_spb,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (8).xlsx:row_30
costs_salary_fixed,Costs - Salary fixed,general,general,general,general,month,needs_decision,,,,Rule exists but source choice still needs explicit decision.,56
costs_salary_fixed,Costs - Salary fixed,general,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (7).xlsx:row_18
costs_salary_fixed,Costs - Salary fixed,total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_44
costs_salary_variable,Costs - Salary variable,b2b,b2b_show_names,general,general,month,primary,airtable,Operational Airtable source; aggregate project-level rows into metric scope,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,refined_2026_05_01
costs_salary_variable,Costs - Salary variable,b2b,general,general,general,month,reference,aggregate,Derived aggregate layer built on top of more atomic facts; use only as reference unless no direct source exists,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,refined_2026_05_01
costs_salary_variable,Costs - Salary variable,b2b,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,B2B.xlsx:row_11
costs_salary_variable,Costs - Salary variable,b2c_moscow,b2c_show_names,b2c_partner_names,marketing_channel_names,week,primary,erp,salaries/period salary_payed by show plus bonuses; unresolved bonus tail goes into general,/Users/Peter/Documents/Morpheus Metrics/docs/erp_salary_variable_logic.md,,47
costs_salary_variable,Costs - Salary variable,b2c_moscow,general,b2c_partner_names,marketing_channel_names,week,reference,aggregate,Derived aggregate layer built on top of more atomic facts; use only as reference unless no direct source exists,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,48
costs_salary_variable,Costs - Salary variable,b2c_moscow,general,general,general,week,primary,erp,salaries/period salary_payed by show plus bonuses; unresolved bonus tail goes into general,/Users/Peter/Documents/Morpheus Metrics/docs/erp_salary_variable_logic.md,,erp_salary_variable_logic_2026_05_02
costs_salary_variable,Costs - Salary variable,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_16
costs_salary_variable,Costs - Salary variable,b2c_spb,b2c_show_names,b2c_partner_names,marketing_channel_names,week,primary,erp,salaries/period salary_payed by show plus bonuses; unresolved bonus tail goes into general,/Users/Peter/Documents/Morpheus Metrics/docs/erp_salary_variable_logic.md,,49
costs_salary_variable,Costs - Salary variable,b2c_spb,general,b2c_partner_names,marketing_channel_names,week,reference,aggregate,Derived aggregate layer built on top of more atomic facts; use only as reference unless no direct source exists,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,50
costs_salary_variable,Costs - Salary variable,b2c_spb,general,general,general,week,primary,erp,salaries/period salary_payed by show plus bonuses; unresolved bonus tail goes into general,/Users/Peter/Documents/Morpheus Metrics/docs/erp_salary_variable_logic.md,,erp_salary_variable_logic_2026_05_02
costs_salary_variable,Costs - Salary variable,b2c_spb,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (8).xlsx:row_10
costs_salary_variable,Costs - Salary variable,franchise,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (9).xlsx:row_12
costs_salary_variable,Costs - Salary variable,general,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (7).xlsx:row_9
costs_salary_variable,Costs - Salary variable,total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_21
dividends,Dividends,b2b,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,B2B.xlsx:row_47
dividends,Dividends,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_67
dividends,Dividends,b2c_spb,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (8).xlsx:row_61
dividends,Dividends,franchise,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (9).xlsx:row_36
dividends,Dividends,general,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (7).xlsx:row_40
dividends,Dividends,total,general,general,general,month,primary,manual_dividends_total_history,Imported from curated manual dividends register only for months missing in total history,/Users/Peter/Documents/Morpheus Metrics/legacy/docs/manual_dividends_total_history.md,Fills missing historical total-dividends months without overwriting existing total history.,manual_dividends_total_history.csv
dividends,Dividends,total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_76
ebit,EBIT,b2b,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,B2B.xlsx:row_39
ebit,EBIT,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_59
ebit,EBIT,b2c_spb,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (8).xlsx:row_53
ebit,EBIT,franchise,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (9).xlsx:row_28
ebit,EBIT,general,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (7).xlsx:row_32
ebit,EBIT,total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_68
ebitda,EBITDA,b2b,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,B2B.xlsx:row_36
ebitda,EBITDA,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_56
ebitda,EBITDA,b2c_spb,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (8).xlsx:row_50
ebitda,EBITDA,franchise,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (9).xlsx:row_25
ebitda,EBITDA,general,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (7).xlsx:row_29
ebitda,EBITDA,total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_65
ebt,EBT,b2b,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,B2B.xlsx:row_42
ebt,EBT,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_62
ebt,EBT,b2c_spb,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (8).xlsx:row_56
ebt,EBT,franchise,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (9).xlsx:row_31
ebt,EBT,general,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (7).xlsx:row_35
ebt,EBT,total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_71
fixed_costs,Fixed costs,b2b,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,B2B.xlsx:row_20
